hue,saturation,value
204.38710,0.73810,0.82353
258.85714,0.91304,0.45098
216.07595,0.64490,0.96078
252.10084,0.80405,0.58039
174.22460,0.96392,0.76078
91.55556,0.61927,0.85490
72.41379,0.58586,0.38824
37.29730,0.88942,0.81569
212.94118,0.20400,0.98039
352.72727,0.67808,0.57255
274.13793,0.26728,0.85098
226.62651,0.97076,0.67059
283.97727,0.83810,0.82353
220.54054,0.48366,0.60000
242.79070,0.60849,0.83137
318.71560,0.52913,0.80784
141.13043,0.92369,0.97647
207.85714,0.17834,0.61569
72.63158,0.75397,0.98824
133.46154,0.95122,0.64314
280.66667,0.51724,0.68235
188.26531,0.77470,0.99216
196.14213,0.83830,0.92157
143.21608,0.90045,0.86667
351.31579,0.91566,0.97647
105.00000,0.15459,0.81176
170.00000,0.10405,0.67843
102.07792,0.98718,0.61176
8.57143,0.45370,0.42353
148.90052,0.94554,0.79216
182.30769,0.54622,0.93333
172.10526,0.67059,0.66667
288.00000,0.04237,0.46275
50.58824,0.50000,0.40000
120.00000,0.56180,0.69804
183.75000,0.47257,0.92941
181.42857,0.63636,0.25882
171.73653,0.89785,0.72941
358.85714,0.90909,0.90588
197.14286,0.38889,0.07059
338.37838,0.59043,0.73725
168.82759,0.67130,0.84706
285.64417,0.77619,0.82353
340.72398,0.92857,0.93333
275.02146,0.95102,0.96078
238.23529,0.46575,0.85882
130.80000,0.85227,0.69020
131.64179,0.58261,0.45098
118.70270,0.79399,0.91373
33.18182,0.53012,0.97647
123.36449,0.74825,0.56078
192.23684,0.83516,0.71373
348.46154,0.53886,0.75686
334.56221,0.98190,0.86667
80.68966,0.44615,0.50980
203.64532,0.83539,0.95294
146.63415,0.87983,0.91373
262.20000,0.45249,0.86667
51.54930,0.32870,0.84706
244.13793,0.35510,0.96078
111.78082,0.90871,0.94510
252.00000,0.15873,0.98824
185.50000,0.69767,0.67451
255.46392,0.88991,0.42745
116.00000,1.00000,0.17647
260.40609,0.77255,1.00000
54.33962,0.23556,0.88235
230.14925,0.66337,0.39608
265.28571,0.55336,0.99216
223.18471,0.71364,0.86275
112.77108,0.76852,0.84706
123.31034,0.94771,0.60000
73.37143,0.74468,0.92157
191.59091,0.52071,0.66275
309.44444,0.57143,0.74118
106.02740,0.69524,0.41176
343.24324,0.90984,0.95686
343.60825,0.97980,0.77647
130.61538,0.86093,0.59216
131.61290,1.00000,0.60784
103.25581,0.55128,0.30588
223.89474,0.74510,1.00000
111.47727,0.76856,0.89804
86.21849,0.95200,0.98039
289.48052,0.93333,0.64706
35.57143,0.77348,0.70980
110.58824,0.63354,0.63137
128.33333,0.74227,0.38039
329.84127,0.74409,0.99608
169.09091,0.81481,0.21176
38.02817,0.68269,0.81569
184.20000,0.56180,0.69804
328.67925,0.80303,0.77647
214.72081,0.94258,0.81961
213.75000,0.97166,0.96863
331.73913,0.87342,0.61961
262.35294,0.65385,0.61176
145.17857,0.95726,0.91765
300.00000,0.93000,0.78431
284.93151,0.98206,0.87451
102.52427,0.86555,0.46667
100.64516,0.14904,0.81569
209.61538,0.80829,0.75686
325.71429,0.92216,0.65490
334.50000,0.85837,0.91373
123.58209,0.66337,0.79216
302.72727,0.18182,0.94902
89.23077,0.30000,0.50980
130.20000,0.90090,0.43529
231.88406,0.85892,0.94510
246.94737,0.46569,0.80000
50.72165,0.66897,0.56863
168.83721,0.19725,0.85490
146.43357,0.73333,0.76471
257.00787,0.75148,0.66275
347.63819,0.91284,0.85490
240.00000,0.24242,0.90588
3.63636,0.71429,0.90588
23.02326,0.55844,0.60392
60.00000,0.60084,0.93333
37.80000,0.59524,0.65882
231.47929,0.76126,0.87059
88.25806,0.62500,0.97255
77.34940,0.70638,0.92157
301.73077,0.60819,0.67059
41.02941,0.71204,0.74902
126.85714,0.99190,0.96863
216.00000,0.18135,0.75686
129.12000,0.63131,0.77647
235.81395,0.55844,0.30196
206.84211,0.20765,0.71765
21.12245,0.98492,0.78039
300.00000,0.40909,0.51765
141.57303,0.39035,0.89412
225.00000,0.33333,0.23529
340.99010,0.94836,0.83529
176.40000,0.87719,0.67059
34.40000,0.35714,0.82353
281.92771,0.66135,0.98431
261.20690,0.54717,0.83137
240.98361,0.54955,0.43529
198.42105,0.69091,0.64706
38.46154,0.89655,0.34118
138.16901,0.71357,0.78039
353.29949,0.82773,0.93333
29.18919,0.26812,0.54118
20.70175,1.00000,0.67059
104.41558,0.52381,0.57647
133.86667,0.90000,0.98039
72.43902,0.72247,0.89020
316.20438,0.64019,0.83922
8.00000,0.43689,0.80784
179.67213,0.75620,0.94902
189.13043,0.28931,0.62353
154.75610,0.72889,0.88235
344.68085,0.75806,0.48627
276.84211,0.87245,0.76863
160.73684,0.77869,0.95686
66.98276,1.00000,0.90980
24.11215,0.42800,0.98039
157.35849,0.65702,0.94902
35.29412,0.95775,0.27843
214.41176,0.64762,0.82353
170.00000,0.26613,0.97255
0.00000,0.66397,0.96863
317.52809,0.62238,0.56078
260.38835,0.41036,0.98431
183.48214,0.92562,0.94902
190.34483,0.88776,0.76863
313.91304,0.44516,0.60784
323.73134,0.66667,0.78824
72.17391,0.89032,0.60784
51.25000,0.53631,0.70196
130.96154,0.69333,0.58824
9.37500,0.16931,0.74118
116.12903,0.82301,0.88627
183.08571,0.94086,0.72941
251.86047,0.34959,0.96471
286.53061,0.24378,0.78824
262.74725,0.76471,0.93333
118.18182,0.65347,0.39608
66.48649,0.74000,0.39216
330.98361,0.67403,0.70980
67.50000,0.57831,0.32549
204.00000,0.33333,0.58824
188.57143,0.70000,0.43137
321.81818,0.88000,0.68627
221.11111,0.21687,0.97647
106.20968,0.97638,0.99608
172.50000,0.23333,0.94118
329.18919,0.50917,0.85490
112.23529,0.99415,0.67059
66.66667,0.14118,1.00000
201.88679,0.63347,0.98431
0.78947,0.97436,0.30588
156.00000,0.50725,0.54118
223.03665,0.88018,0.85098
310.00000,0.83333,0.14118
301.12150,0.66460,0.63137
273.00000,0.57971,0.81176
22.90909,0.96070,0.89804
27.69231,0.10236,0.99608
141.00000,0.15873,0.49412
127.02703,0.48261,0.90196
299.04255,0.80342,0.91765
326.76923,0.56769,0.89804
173.42466,0.93191,0.92157
171.42857,0.17004,0.96863
38.65385,0.61176,0.66667
38.21053,0.75099,0.99216
172.77108,0.74439,0.87451
324.89362,0.45631,0.80784
301.36364,0.95652,0.36078
326.63265,0.78088,0.98431
36.00000,0.38690,0.65882
281.00000,0.28708,0.81961
356.14679,0.87200,0.49020
1.95652,0.96335,0.74902
47.14286,0.58333,0.94118
14.91525,0.85507,0.81176
132.55814,0.66667,0.50588
316.00000,0.46154,0.76471
322.16216,0.99107,0.87843
175.12195,0.51681,0.93333
274.32432,0.99552,0.87451
222.85714,0.74172,0.59216
250.56995,0.96985,0.78039
78.22222,0.66832,0.79216
34.28571,0.54959,0.94902
210.72000,0.66845,0.73333
249.79592,0.41004,0.93725
60.00000,0.40000,0.43137
229.23077,0.98113,0.62353
230.00000,0.28966,0.56863
27.92079,0.48325,0.81961
295.57895,0.88785,0.41961
179.22078,0.78974,0.76471
202.16749,0.99510,0.80000
44.44444,0.23478,0.90196
238.70968,0.48947,0.74510
211.25000,0.63436,0.89020
166.70886,0.74178,0.83529
239.40594,0.92237,0.85882
16.51007,0.60816,0.96078
238.48101,0.36744,0.84314
46.80000,0.50505,0.38824
318.36066,0.75934,0.94510
95.00000,0.17391,0.27059
30.98901,0.97849,0.72941
137.01493,0.35829,0.73333
133.82488,0.86800,0.98039
55.90909,0.87302,0.98824
356.05263,0.53147,0.56078
50.45455,0.33846,0.50980
218.95522,0.78363,0.67059
170.49505,0.71127,0.55686
315.21531,0.82283,0.99608
205.96154,0.59091,0.69020
55.10730,0.99573,0.91765
244.93506,0.90588,1.00000
63.46154,0.87395,0.46667
204.67532,0.95062,0.95294
91.33758,0.89205,0.69020
204.13043,0.78632,0.45882
82.75862,0.57540,0.98824
301.25000,0.28916,0.65098
16.31068,0.88412,0.91373
29.22078,0.64167,0.94118
328.47458,0.62105,0.74510
235.68862,0.72294,0.90588
245.10000,0.92593,0.84706
34.86486,0.44848,0.64706
62.34637,0.72764,0.96471
342.53731,0.55833,0.94118
273.64486,0.83922,1.00000
281.89944,0.87745,0.80000
187.77778,0.70435,0.90196
111.36364,0.54098,0.95686
111.42857,0.24852,0.66275
4.86486,0.82222,0.17647
320.18182,0.82707,0.52157
329.71963,0.83594,0.50196
205.75916,0.91388,0.81961
46.42857,0.86598,0.38039
242.95082,0.58095,0.41176
83.47826,0.45771,0.78824
201.44796,0.96087,0.90196
196.15385,0.53425,0.57255
270.56604,0.61628,0.33725
243.21429,0.24670,0.89020
74.14286,0.78212,0.70196
10.39370,0.54274,0.91765
306.84211,0.95000,0.94118
158.28947,0.64135,0.92941
75.10791,0.66507,0.81961
112.36364,0.56122,0.38431
241.84049,0.65200,0.98039
281.29032,0.49468,0.73725
256.46018,0.73377,0.60392
210.00000,0.96774,0.48627
29.74790,0.69186,0.67451
174.95798,0.72561,0.64314
272.76923,0.83871,0.60784
325.71429,0.94915,0.23137
268.75000,0.59627,0.63137
219.52096,0.71064,0.92157
270.66667,0.80000,0.88235
140.27778,0.84706,1.00000
308.57143,0.87892,0.87451
317.50000,0.29150,0.96863
145.21739,0.95833,0.56471
133.25000,0.98765,0.95294
99.64912,0.74672,0.89804
197.43243,0.69484,0.83529
329.41176,0.60714,0.32941
331.91489,0.66197,0.27843
321.29032,0.51240,0.94902
230.27027,0.90244,0.80392
280.90909,0.10837,0.79608
299.55882,1.00000,0.53333
134.89933,0.65351,0.89412
163.33333,0.78261,0.54118
276.92308,0.40625,0.37647
47.76699,0.81746,0.98824
20.00000,0.61111,0.63529
286.48352,0.91457,0.78039
126.92308,0.17931,0.56863
44.53125,0.78528,0.63922
261.93548,0.47938,0.76078
266.58228,0.34498,0.89804
350.22624,0.97357,0.89020
271.67702,0.70000,0.90196
286.36364,0.34921,0.74118
153.54331,0.63819,0.78039
316.44444,1.00000,0.52941
99.80769,0.51232,0.79608
321.62791,0.46739,0.72157
230.90909,0.71121,0.90980
270.61224,0.52688,0.72941
75.42857,0.88983,0.46275
230.71429,0.34711,0.94902
32.91667,0.77419,0.72941
6.48649,0.58964,0.98431
194.66667,0.38136,0.46275
178.37838,0.84733,0.51373
40.00000,0.22000,0.58824
104.73373,0.72222,0.91765
353.73134,0.35638,0.73725
15.55556,0.31395,0.33725
106.41509,0.73611,0.28235
159.13043,0.63448,0.56863
264.70588,0.58874,0.90588
195.00000,0.78008,0.94510
252.00000,0.40146,0.53725
186.31579,0.86857,0.68627
236.42384,0.63983,0.92549
74.31193,0.92373,0.92549
111.42857,0.41722,0.59216
170.60606,0.89593,0.86667
304.61538,0.27660,0.55294
307.81065,0.88021,0.75294
296.35359,0.84977,0.83529
23.15789,0.36306,0.61569
172.36364,0.76037,0.85098
284.31818,0.96703,0.71373
205.90909,0.42308,0.40784
142.36686,0.77523,0.85490
289.04348,0.76667,0.58824
71.66667,0.17476,0.80784
87.27273,0.44395,0.87451
306.71642,0.70526,0.74510
341.47059,0.37989,0.70196
292.63158,0.32571,0.68627
263.15789,0.77027,0.87059
323.44828,0.90625,0.75294
216.45570,0.39698,0.78039
148.29268,0.68715,0.70196
165.00000,0.27211,0.57647
173.19328,0.98755,0.94510
102.47788,0.83704,0.52941
181.07143,0.97110,0.67843
265.26316,0.23950,0.93333
41.03896,0.96653,0.93725
30.00000,0.37500,0.87843
332.36842,0.82609,0.36078
146.08696,0.84018,0.85882
188.51064,0.66197,0.83529
107.30769,0.45614,0.44706
125.10638,0.65888,0.83922
100.37383,0.95964,0.87451
65.62500,0.57658,0.43529
188.20144,0.67476,0.80784
269.64286,0.94915,0.69412
339.67742,0.56364,0.86275
105.97403,0.90058,0.67059
10.46512,0.42157,0.80000
244.84472,0.65182,0.96863
303.63636,0.93522,0.96863
233.46535,0.52604,0.75294
192.00000,0.65844,0.95294
255.67568,0.89516,0.48627
271.76471,0.55349,0.84314
338.18182,0.26442,0.81569
103.37349,0.32677,0.99608
77.39130,0.38764,0.69804
62.20408,0.96838,0.99216
333.83721,0.81905,0.82353
179.26829,0.80000,0.80392
228.19672,0.26407,0.90588
49.68750,0.77108,0.32549
128.88889,0.43548,0.72941
131.09244,0.96356,0.96863
301.63934,0.85514,0.83922
60.00000,0.83673,0.19216
171.01796,0.81068,0.80784
194.41860,0.71271,0.70980
313.38843,0.90977,0.52157
207.04225,0.91026,0.61176
331.60714,0.94118,0.93333
69.69697,0.51562,0.75294
229.68750,0.89510,0.56078
335.27027,0.78723,0.73725
158.78788,0.71739,0.54118
130.30303,0.46047,0.84314
121.69492,0.97790,0.70980
295.64246,0.88177,0.79608
340.80000,0.28736,0.34118
6.08696,0.54331,0.99608
138.11321,1.00000,0.41569
34.57627,0.54630,0.42353
132.58741,0.57430,0.97647
47.77778,0.85263,0.74510
300.63830,0.51087,0.72157
253.95349,0.23118,0.72941
6.00000,0.68182,0.34510
69.71429,0.87866,0.93725
357.93103,0.94694,0.96078
142.50000,0.52747,0.35686
357.33333,0.77586,0.68235
156.07843,0.98077,0.61176
68.85714,0.86066,0.95686
215.00000,0.32432,0.43529
233.01587,0.92647,0.80000
259.14286,0.82677,0.99608
201.45455,0.70815,0.91373
276.47059,0.26154,0.76471
258.68852,0.40667,0.58824
137.27273,0.55932,0.92549
69.29032,0.74163,0.81961
213.10345,0.17365,0.65490
191.79487,0.79054,0.58039
147.16981,0.84800,0.49020
107.29412,0.79439,0.41961
183.57143,0.45405,0.72549
13.76471,0.88083,0.75686
99.70588,0.54618,0.97647
97.15596,0.90456,0.94510
11.33333,0.75000,0.94118
251.88119,0.81452,0.97255
115.26316,0.69725,0.42745
101.52000,0.98814,0.99216
238.46154,0.90698,0.50588
112.28070,0.97714,0.68627
349.56522,0.09274,0.97255
18.44156,0.92032,0.98431
125.08475,0.73750,0.62745
87.01571,0.77016,0.97255
224.28571,0.59155,0.83529
272.47423,0.76680,0.99216
83.20755,0.42231,0.98431
294.33962,0.43443,0.95686
2.59259,0.73636,0.86275
163.77551,0.83404,0.92157
129.29577,0.46104,0.60392
198.00000,0.52885,0.81569
254.08163,0.63226,0.60784
129.85075,0.54918,0.95686
319.40299,0.83402,0.94510
356.21053,0.71429,0.52157
198.63014,0.99095,0.86667
96.00000,0.12195,0.64314
54.46154,0.52000,0.49020
100.75472,0.21721,0.95686
212.00000,0.18634,0.63137
131.53846,0.98113,0.41569
142.40000,0.47170,0.62353
258.91892,0.61667,0.70588
259.12088,0.43961,0.81176
109.01408,0.51449,0.54118
150.00000,0.27660,0.73725
75.00000,0.11494,0.68235
131.61290,0.93000,0.78431
203.07692,0.55556,0.91765
113.92070,0.97009,0.91765
199.34426,0.81696,0.87843
246.42857,0.58333,0.75294
213.52227,0.99197,0.97647
149.32584,0.90355,0.77255
298.70504,0.60435,0.90196
74.17085,0.79600,0.98039
238.00000,0.62241,0.94510
101.77570,0.85600,0.98039
49.23077,0.33913,0.90196
306.23377,0.39286,0.76863
159.23077,0.21053,0.96863
237.53425,0.60581,0.94510
160.42105,0.74510,1.00000
240.91603,0.60369,0.85098
97.56098,0.66848,0.72157
19.53488,0.94161,0.53725
109.85915,0.28063,0.99216
286.17512,0.93534,0.90980
172.34043,0.84685,0.43529
247.71429,0.84337,0.97647
167.14286,0.63636,0.43137
186.92308,0.68421,0.89412
301.81818,0.25984,0.49804
164.80519,0.61600,0.98039
16.30435,0.44444,0.81176
152.16216,0.95279,0.91373
249.23077,0.19697,0.77647
43.03030,0.86842,0.44706
204.29752,0.61421,0.77255
73.75000,0.23415,0.80392
50.41420,0.66798,0.99216
174.29752,0.96414,0.98431
245.35714,0.68571,0.96078
321.70213,0.43721,0.84314
255.09677,0.60784,1.00000
49.72973,0.94872,0.91765
54.04959,0.49794,0.95294
325.76471,0.73593,0.90588
19.65517,0.25551,0.89020
33.27273,0.70968,0.60784
338.97810,0.55918,0.96078
28.58639,0.91388,0.81961
11.92771,0.68033,0.95686
72.35294,0.44444,0.60000
331.11111,0.88889,0.95294
52.91339,0.57727,0.86275
206.25000,0.48731,0.77255
93.93939,0.47368,0.81961
217.38220,0.84889,0.88235
204.32432,0.64069,0.90588
57.64706,0.26425,0.75686
331.76471,0.06996,0.95294
24.11215,0.51691,0.81176
174.04959,0.84615,0.56078
231.89873,0.97934,0.94902
194.41341,0.80631,0.87059
148.00000,0.57692,0.91765
188.28947,0.61044,0.97647
356.44970,0.67600,0.98039
276.00000,0.05495,0.35686
111.81818,0.21569,0.80000
88.59813,0.59444,0.70588
151.44231,0.92035,0.88627
173.87234,0.94000,0.98039
139.09091,0.56652,0.91373
103.34802,0.95378,0.93333
247.43363,0.76871,0.57647
60.00000,0.23757,0.70980
34.11765,0.40476,0.49412
337.23077,0.98485,0.77647
186.99387,0.74771,0.85490
89.34307,0.78736,0.68235
76.48352,0.76471,0.46667
270.00000,0.75000,0.15686
46.84211,0.79720,0.56078
237.76398,0.69099,0.91373
215.13812,0.95263,0.74510
216.66667,0.54000,0.39216
156.81818,0.75862,0.22745
248.00000,0.16304,0.72157
167.20588,0.59649,0.89412
47.44186,0.85572,0.78824
126.06742,0.68462,0.50980
62.66667,0.95745,0.73725
314.70199,0.66814,0.88627
302.18182,0.97345,0.88627
254.46154,0.98485,0.77647
114.12587,0.93464,0.60000
32.72727,0.88591,0.58431
195.31915,0.96311,0.95686
177.44681,0.19421,0.94902
63.48387,0.65678,0.92549
183.71134,0.86222,0.88235
120.00000,0.23684,0.44706
48.00000,0.64972,0.69412
185.60000,0.83333,0.70588
92.63158,0.59375,0.75294
328.00000,0.88235,0.60000
235.00000,0.29508,0.47843
330.79646,0.85606,0.51765
53.25000,0.88889,0.70588
111.76471,0.99351,0.60392
0.44118,0.73118,0.72941
139.82143,0.46281,0.94902
7.27273,0.97059,0.53333
106.87500,0.67227,0.93333
136.11940,0.31455,0.83529
269.72222,0.96000,0.88235
158.07692,0.52792,0.77255
326.93878,0.48756,0.78824
0.00000,0.74502,0.98431
80.95238,0.82895,0.29804
249.89011,0.53529,0.66667
70.63291,0.81443,0.38039
140.41885,0.80932,0.92549
138.15126,0.77778,0.60000
296.37363,0.85446,0.83529
145.08197,0.93846,0.50980
230.80292,0.62273,0.86275
180.34483,0.80184,0.85098
217.20000,0.86580,0.90588
8.87324,0.81609,0.68235
74.31818,0.95652,0.36078
215.51020,0.35507,0.54118
356.93182,0.81481,0.84706
40.39604,0.87069,0.45490
31.57895,0.10795,0.69020
307.05882,0.69959,0.95294
231.79856,0.57676,0.94510
208.69565,0.37705,0.23922
195.93750,0.51822,0.96863
276.20690,0.75983,0.89804
253.90244,0.65339,0.98431
117.36264,0.42723,0.83529
330.41667,0.79558,0.70980
148.44828,0.93173,0.97647
316.47059,0.84066,0.71373
352.25806,0.88571,0.13725
260.90909,0.53012,0.97647
121.76471,0.76923,0.86667
190.00000,0.95385,0.76471
10.00000,0.39196,0.78039
38.46154,0.88136,0.69412
321.75439,0.90957,0.73725
34.42623,0.95812,0.74902
170.55118,0.66842,0.74510
304.14747,0.90795,0.93725
6.90909,0.83756,0.77255
88.72038,0.93363,0.88627
264.90000,0.87336,0.89804
3.13043,0.95041,0.94902
189.82759,0.84058,0.54118
281.05263,0.29008,0.51373
74.16667,0.72362,0.78039
149.36170,0.98947,0.74510
288.29268,0.64062,0.75294
193.04348,0.69697,0.25882
98.75776,0.71875,0.87843
297.46032,0.79412,0.93333
301.67442,0.94298,0.89412
207.69231,0.64039,0.79608
3.38028,0.36224,0.76863
275.12195,0.89130,0.90196
61.84615,0.78947,0.96863
132.13483,0.41589,0.83922
119.11765,0.67662,0.78824
54.28571,0.48837,0.84314
306.79245,0.60227,0.34510
8.23529,0.43404,0.92157
115.16129,0.86512,0.84314
120.26432,0.96186,0.92549
50.86957,0.51111,0.35294
317.22772,0.55495,0.71373
102.63158,0.23171,0.64314
62.93478,0.80349,0.89804
120.40000,0.71429,0.82353
52.50000,0.85393,0.69804
112.04420,0.80088,0.88627
102.21344,1.00000,0.99216
197.14286,1.00000,0.85098
149.23077,0.95510,0.96078
87.58621,0.46524,0.73333
320.66986,0.93722,0.87451
8.57143,0.93548,0.85098
31.37615,0.55330,0.77255
170.38168,0.57205,0.89804
195.37500,0.96970,0.64706
300.00000,0.79459,0.72549
256.76471,0.44737,0.59608
261.22642,0.83137,1.00000
117.93103,0.25664,0.44314
349.00524,0.94089,0.79608
178.44560,0.79424,0.95294
23.57143,0.60086,0.91373
355.26316,0.50667,0.29412
214.77273,0.37288,0.92549
169.09091,0.81915,0.36863
359.29412,0.42289,0.78824
353.40000,0.42017,0.93333
355.54455,0.93519,0.84706
243.94737,0.49351,0.60392
357.71429,0.42857,0.96078
326.30137,0.66972,0.85490
177.95455,0.35772,0.96471
316.41026,0.71341,0.64314
317.19298,0.91935,0.72941
353.11475,0.58095,0.82353
332.30769,0.80247,0.63529
184.32990,0.53297,0.71373
149.43396,0.64634,0.64314
64.59574,0.97917,0.94118
315.78947,0.60181,0.86667
251.32867,0.81250,0.69020
2.36842,0.93827,0.95294
308.05970,0.27801,0.94510
184.20561,0.86992,0.96471
340.00000,0.26939,0.96078
102.35294,0.81731,0.40784
290.00000,0.98230,0.88627
282.00000,0.31746,0.74118
49.67442,0.86694,0.97255
332.79070,0.68254,0.98824
102.24490,0.84848,0.90588
138.38710,0.60194,0.40392
158.49057,0.97248,0.42745
131.42857,0.75773,0.76078
322.81250,0.94581,0.79608
216.12903,0.40611,0.89804
2.50000,0.94737,0.29804
354.83871,0.39407,0.92549
175.53191,0.69118,0.53333
7.61194,0.83230,0.63137
80.96386,0.72807,0.44706
66.44295,0.80108,0.72941
268.50000,0.88889,0.88235
282.11921,0.67411,0.87843
227.26415,0.88333,0.94118
48.45070,0.91810,0.90980
60.00000,0.42500,0.47059
310.43478,0.85185,0.31765
331.40625,0.83660,0.60000
199.43662,0.54615,0.50980
194.34783,0.36948,0.97647
294.72222,0.88525,0.95686
42.00000,0.04237,0.92549
166.53061,0.21212,0.90588
221.69492,0.95935,0.96471
27.34177,0.42473,0.72941
120.00000,0.45333,0.29412
227.59777,0.70472,0.99608
316.80000,0.89686,0.87451
268.52459,0.39103,0.61176
254.28571,0.88318,0.83922
313.91304,0.80702,0.67059
243.91304,0.84663,0.63922
17.14286,0.16055,0.85490
140.82192,0.92797,0.92549
338.32258,0.68584,0.88627
175.00000,0.89083,0.89804
11.11111,0.85375,0.99216
240.00000,0.23529,1.00000
22.60870,0.99519,0.81569
337.50000,0.07207,0.87059
272.68966,0.84302,0.67451
337.84615,0.58559,0.87059
207.08861,0.96341,0.96471
300.65217,0.70229,0.51373
176.84211,0.73077,0.91765
136.92308,0.91406,0.50196
359.42308,0.95853,0.85098
56.84211,0.73786,0.80784
137.85124,0.63351,0.74902
270.27027,0.50000,0.87059
100.00000,0.24490,0.57647
220.78652,0.82407,0.84706
223.10680,0.44978,0.89804
10.08850,0.62088,0.71373
17.26027,0.74112,0.77255
171.78947,0.54286,0.68627
9.92481,0.82099,0.63529
233.20755,0.41406,0.50196
116.60377,0.31361,0.66275
49.00763,0.79394,0.64706
245.86466,0.91096,0.57255
83.30097,0.70068,0.57647
79.72603,0.60331,0.47451
324.64286,0.77778,0.56471
284.80000,0.66372,0.44314
250.69307,0.87826,0.45098
16.32653,0.76963,0.74902
318.79121,0.94792,0.75294
88.08511,0.20000,0.92157
26.06061,0.90000,0.86275
259.41176,0.38418,0.69412
341.73913,0.75000,0.72157
97.14286,0.29167,0.84706
291.83099,0.89496,0.93333
181.80451,0.85256,0.61176
280.90909,0.91667,0.84706
328.00000,0.40268,0.58431
249.30000,0.91324,0.85882
333.42857,0.90517,0.90980
26.31016,0.80603,0.90980
222.00000,0.40359,0.87451
201.57895,0.55340,0.80784
274.09091,0.26036,0.66275
18.36735,0.22273,0.86275
254.40000,0.14368,0.68235
105.58952,0.97034,0.92549
162.80255,0.63563,0.96863
351.06383,0.51087,0.72157
266.36943,0.70721,0.87059
162.47788,0.84328,0.52549
44.85981,0.60112,0.69804
348.75000,0.66116,0.47451
359.40000,0.83682,0.93725
354.66667,0.36585,0.96471
55.23810,0.51852,0.95294
290.12658,0.66109,0.93725
263.11927,0.71711,0.59608
329.32331,0.91724,0.56863
343.29897,0.52717,0.72157
0.92784,0.80165,0.94902
181.89873,0.90286,0.68627
154.28571,0.46667,0.35294
113.93258,0.40826,0.85490
313.03279,0.98387,0.97255
244.50000,0.16529,0.94902
26.04396,0.98913,0.72157
314.63415,0.36283,0.88627
66.88525,0.43262,0.55294
307.34694,0.36029,0.53333
1.38889,0.95154,0.89020
221.45455,0.90164,0.23922
125.86466,0.55417,0.94118
91.08434,0.35169,0.92549
182.66667,0.82192,0.85882
5.91549,0.71000,0.78431
126.31579,0.22093,0.33725
263.85542,0.45109,0.72157
35.20661,0.61111,0.77647
334.06780,0.97521,0.47451
308.57143,0.11814,0.92941
325.31250,0.80503,0.62353
85.41176,0.97701,0.68235
63.52941,0.22667,0.88235
292.14286,0.84848,0.38824
181.10092,0.51415,0.83137
234.00000,0.42373,0.92549
237.32143,0.95726,0.45882
174.92958,0.61739,0.45098
33.81818,0.97633,0.66275
10.76923,0.89655,0.68235
137.61468,0.44856,0.95294
174.85714,0.66456,0.61961
221.20482,0.58451,0.55686
95.12953,0.94608,0.80000
338.42105,0.60963,0.73333
132.60274,0.99095,0.86667
88.13793,0.57312,0.99216
146.32258,0.89595,0.67843
169.61538,0.32298,0.63137
118.23529,0.68000,0.58824
334.41176,0.39306,0.67843
115.20000,0.55556,0.52941
281.42857,0.89362,0.36863
230.07874,0.52263,0.95294
253.33333,0.15319,0.92157
128.72727,0.23504,0.91765
8.68966,0.88957,0.63922
272.11765,0.79812,0.83529
271.62562,0.84232,0.94510
269.87013,0.97881,0.92549
358.69565,0.78970,0.91373
140.86957,0.50365,0.53725
107.79661,0.46457,0.49804
85.12821,0.65000,0.70588
263.42857,0.88235,0.46667
217.53304,0.93802,0.94902
196.84932,0.90123,0.63529
322.50000,0.10256,0.30588
107.00000,0.44118,0.53333
148.30645,0.97638,0.99608
20.81633,0.82584,0.69804
93.94737,0.88372,0.33725
180.75949,0.68398,0.90588
29.01961,0.76884,0.78039
156.40777,0.82731,0.97647
195.67164,0.68367,0.76863
244.47205,0.81313,0.77647
75.50562,0.73859,0.94510
90.16043,0.87383,0.83922
195.23810,0.55752,0.88627
346.93878,0.60996,0.94510
56.75676,0.58115,0.74902
52.06897,0.87879,0.77647
152.39437,0.91416,0.91373
208.57143,0.19091,0.43137
356.25000,0.98765,0.31765
315.52941,0.36638,0.90980
62.85714,0.58065,0.85098
60.93264,0.82128,0.92157
289.04348,0.77181,0.58431
40.90909,0.57642,0.89804
292.70270,0.77895,0.74510
86.47059,0.34000,0.39216
85.76087,0.85581,0.84314
268.87500,0.66390,0.94510
340.00000,0.26250,0.62745
344.30233,0.71667,0.94118
319.49045,0.68559,0.89804
6.48649,0.48684,0.29804
285.19824,0.92276,0.96471
334.83871,0.93373,0.65098
246.90647,0.61233,0.89020
346.76471,0.75978,0.70196
346.28571,0.93960,0.58431
296.28866,0.81857,0.92941
344.83516,0.36111,0.98824
84.66667,0.36000,0.98039
349.92000,0.60096,0.81569
144.54545,0.92632,0.37255
101.70732,0.90110,0.35686
114.00000,0.31579,0.37255
149.30233,0.70879,0.71373
144.34783,0.91189,0.89020
225.81818,0.73826,0.58431
21.63934,0.32973,0.72549
44.09302,0.98174,0.85882
255.57252,0.68947,0.74510
154.96689,0.72596,0.81569
34.80519,0.98298,0.92157
82.87293,0.84579,0.83922
94.73684,0.76000,0.09804
39.00000,0.49505,0.79216
57.22543,0.71488,0.94902
8.90323,0.79082,0.76863
67.55906,0.75148,0.66275
