hue,saturation,lightness
320.00000,0.60000,0.58824
204.38710,0.63265,0.51961
258.85714,0.84000,0.24510
216.07595,0.88764,0.65098
252.10084,0.67232,0.34706
174.22460,0.93035,0.39412
91.55556,0.64593,0.59020
72.41379,0.41429,0.27451
37.29730,0.80087,0.45294
212.94118,0.83607,0.88039
352.72727,0.51295,0.37843
274.13793,0.43284,0.73725
226.62651,0.94318,0.34510
283.97727,0.72131,0.47843
220.54054,0.31897,0.45490
242.79070,0.60000,0.57843
318.71560,0.52657,0.59412
141.13043,0.95041,0.52549
207.85714,0.12500,0.56078
72.63158,0.96939,0.61569
133.46154,0.90698,0.33725
280.66667,0.35714,0.50588
188.26531,0.98000,0.60784
196.14213,0.83122,0.53529
143.21608,0.81893,0.47647
351.31579,0.95000,0.52941
105.00000,0.25000,0.74902
170.00000,0.09890,0.64314
102.07792,0.97468,0.30980
8.57143,0.29341,0.32745
148.90052,0.89671,0.41765
182.30769,0.79268,0.67843
172.10526,0.50442,0.44314
288.00000,0.02165,0.45294
50.58824,0.33333,0.30000
120.00000,0.39370,0.50196
183.75000,0.75676,0.70980
181.42857,0.46667,0.17647
171.73653,0.81463,0.40196
358.85714,0.83333,0.49412
197.14286,0.24138,0.05686
338.37838,0.45306,0.51961
168.82759,0.65022,0.56275
285.64417,0.64427,0.50392
340.72398,0.86667,0.50000
275.02146,0.92095,0.50392
238.23529,0.58621,0.65882
130.80000,0.74257,0.39608
131.64179,0.41104,0.31961
118.70270,0.80786,0.55098
33.18182,0.91667,0.71765
123.36449,0.59777,0.35098
192.23684,0.71698,0.41569
348.46154,0.45614,0.55294
334.56221,0.96444,0.44118
80.68966,0.28713,0.39608
203.64532,0.89427,0.55490
146.63415,0.82329,0.51176
262.20000,0.59524,0.67059
51.54930,0.47651,0.70784
244.13793,0.81308,0.79020
111.78082,0.88664,0.51569
252.00000,0.86957,0.90980
185.50000,0.53571,0.43922
255.46392,0.80165,0.23725
116.00000,1.00000,0.08824
260.40609,1.00000,0.61373
54.33962,0.46903,0.77843
230.14925,0.49630,0.26471
265.28571,0.97222,0.71765
223.18471,0.69163,0.55490
112.77108,0.68033,0.52157
123.31034,0.90062,0.31569
73.37143,0.81395,0.57843
191.59091,0.35200,0.49020
309.44444,0.45000,0.52941
106.02740,0.53285,0.26863
343.24324,0.90984,0.52157
343.60825,0.96040,0.39608
130.61538,0.75581,0.33725
131.61290,1.00000,0.30392
103.25581,0.38053,0.22157
223.89474,1.00000,0.62745
111.47727,0.77193,0.55294
86.21849,0.95968,0.51373
289.48052,0.87500,0.34510
35.57143,0.63063,0.43529
110.58824,0.46364,0.43137
128.33333,0.59016,0.23922
329.84127,0.98953,0.62549
169.09091,0.68750,0.12549
38.02817,0.60169,0.53725
184.20000,0.39370,0.50196
328.67925,0.67089,0.46471
214.72081,0.89140,0.43333
213.75000,0.94488,0.49804
331.73913,0.77528,0.34902
262.35294,0.48571,0.41176
145.17857,0.91803,0.47843
300.00000,0.86916,0.41961
284.93151,0.96476,0.44510
102.52427,0.76296,0.26471
100.64516,0.24800,0.75490
209.61538,0.67826,0.45098
325.71429,0.85556,0.35294
334.50000,0.81967,0.52157
123.58209,0.55833,0.52941
302.72727,0.62857,0.86275
89.23077,0.17647,0.43333
130.20000,0.81967,0.23922
231.88406,0.88085,0.53922
246.94737,0.48223,0.61373
50.72165,0.50259,0.37843
168.83721,0.36752,0.77059
146.43357,0.57895,0.48431
257.00787,0.60190,0.41373
347.63819,0.83966,0.46471
240.00000,0.53846,0.79608
3.63636,0.77465,0.58235
23.02326,0.38739,0.43529
60.00000,0.80791,0.65294
37.80000,0.42373,0.46275
231.47929,0.71915,0.53922
88.25806,0.91716,0.66863
77.34940,0.80583,0.59608
301.73077,0.43697,0.46667
41.02941,0.55285,0.48235
126.85714,0.98394,0.48824
216.00000,0.22013,0.68824
129.12000,0.52301,0.53137
235.81395,0.38739,0.21765
206.84211,0.20879,0.64314
21.12245,0.97030,0.39608
300.00000,0.25714,0.41176
141.57303,0.62238,0.71961
225.00000,0.20000,0.19608
340.99010,0.90179,0.43922
176.40000,0.78125,0.37647
34.40000,0.45455,0.67647
281.92771,0.95402,0.65882
261.20690,0.57426,0.60392
240.98361,0.37888,0.31569
198.42105,0.52778,0.42353
38.46154,0.81250,0.18824
138.16901,0.55906,0.50196
353.29949,0.85281,0.54706
29.18919,0.15481,0.46863
20.70175,1.00000,0.33529
104.41558,0.35484,0.42549
133.86667,0.95745,0.53922
72.43902,0.74545,0.56863
316.20438,0.62557,0.57059
8.00000,0.47872,0.63137
179.67213,0.87560,0.59020
189.13043,0.19328,0.53333
154.75610,0.73214,0.56078
344.68085,0.61039,0.30196
276.84211,0.77376,0.43333
160.73684,0.89623,0.58431
66.98276,1.00000,0.45490
24.11215,0.91453,0.77059
157.35849,0.85946,0.63725
35.29412,0.91892,0.14510
214.41176,0.60177,0.55686
170.00000,0.82500,0.84314
0.00000,0.91111,0.64706
317.52809,0.45178,0.38627
260.38835,0.92793,0.78235
183.48214,0.89600,0.50980
190.34483,0.79817,0.42745
313.91304,0.28631,0.47255
323.73134,0.55372,0.52549
72.17391,0.80233,0.33725
51.25000,0.38710,0.51373
130.96154,0.53061,0.38431
9.37500,0.19512,0.67843
116.12903,0.76230,0.52157
183.08571,0.88832,0.38627
251.86047,0.82692,0.79608
286.53061,0.31210,0.69216
262.74725,0.84259,0.57647
118.18182,0.48529,0.26667
66.48649,0.58730,0.24706
330.98361,0.50833,0.47059
67.50000,0.40678,0.23137
204.00000,0.20000,0.49020
188.57143,0.53846,0.28039
321.81818,0.78571,0.38431
221.11111,0.81818,0.87059
106.20968,0.99200,0.50980
172.50000,0.65116,0.83137
329.18919,0.60000,0.63725
112.23529,0.98837,0.33725
66.66667,1.00000,0.92941
201.88679,0.95210,0.67255
0.78947,0.95000,0.15686
156.00000,0.33981,0.40392
223.03665,0.78601,0.47647
310.00000,0.71429,0.08235
301.12150,0.49767,0.42157
273.00000,0.55556,0.57647
22.90909,0.92437,0.46667
27.69231,0.92857,0.94510
141.00000,0.08621,0.45490
127.02703,0.68944,0.68431
299.04255,0.81739,0.54902
326.76923,0.71429,0.64314
173.42466,0.87251,0.49216
171.42857,0.72414,0.88627
38.65385,0.44068,0.46275
38.21053,0.97938,0.61961
172.77108,0.72174,0.54902
324.89362,0.48958,0.62353
301.36364,0.91667,0.18824
326.63265,0.96078,0.60000
36.00000,0.27197,0.53137
281.00000,0.39474,0.70196
356.14679,0.77305,0.27647
1.95652,0.92929,0.38824
47.14286,0.82353,0.66667
14.91525,0.74684,0.46471
132.55814,0.50000,0.33725
316.00000,0.42857,0.58824
322.16216,0.98230,0.44314
175.12195,0.78344,0.69216
274.32432,0.99107,0.43922
222.85714,0.58947,0.37255
250.56995,0.94146,0.40196
78.22222,0.56017,0.52745
34.28571,0.83648,0.68824
210.72000,0.50201,0.48824
249.79592,0.75385,0.74510
60.00000,0.25000,0.34510
229.23077,0.96296,0.31765
230.00000,0.16935,0.48627
27.92079,0.52332,0.62157
295.57895,0.79832,0.23333
179.22078,0.65254,0.46275
202.16749,0.99024,0.40196
44.44444,0.51923,0.79608
238.70968,0.41704,0.56275
211.25000,0.72000,0.60784
166.70886,0.65289,0.52549
239.40594,0.85593,0.46275
16.51007,0.88166,0.66863
238.48101,0.49686,0.68824
46.80000,0.33784,0.29020
318.36066,0.86730,0.58627
95.00000,0.09524,0.24706
30.98901,0.95789,0.37255
137.01493,0.33005,0.60196
133.82488,0.95595,0.55490
55.90909,0.97345,0.55686
356.05263,0.36190,0.41176
50.45455,0.20370,0.42353
218.95522,0.64423,0.40784
170.49505,0.55191,0.35882
315.21531,0.99052,0.58627
205.96154,0.41935,0.48627
55.10730,0.99149,0.46078
244.93506,1.00000,0.54706
63.46154,0.77612,0.26275
204.67532,0.90588,0.50000
91.33758,0.80513,0.38235
204.13043,0.64789,0.27843
82.75862,0.96026,0.70392
301.25000,0.21239,0.55686
16.31068,0.82400,0.50980
29.22078,0.83696,0.63922
328.47458,0.47581,0.51373
235.68862,0.77674,0.57843
245.10000,0.86207,0.45490
34.86486,0.29134,0.50196
62.34637,0.90863,0.61373
342.53731,0.81707,0.67843
273.64486,1.00000,0.58039
281.89944,0.78166,0.44902
187.77778,0.76415,0.58431
111.36364,0.85714,0.69804
111.42857,0.19626,0.58039
4.86486,0.69811,0.10392
320.18182,0.70513,0.30588
329.71963,0.71812,0.29216
205.75916,0.84141,0.44510
46.42857,0.76364,0.21569
242.95082,0.40940,0.29216
83.47826,0.46000,0.60784
201.44796,0.92469,0.46863
196.15385,0.36449,0.41961
270.56604,0.44538,0.23333
243.21429,0.50000,0.78039
74.14286,0.64220,0.42745
10.39370,0.75148,0.66863
306.84211,0.90476,0.49412
158.28947,0.80851,0.63137
75.10791,0.60173,0.54706
112.36364,0.39007,0.27647
241.84049,0.94220,0.66078
281.29032,0.40969,0.55490
256.46018,0.57949,0.38235
210.00000,0.93750,0.25098
29.74790,0.52889,0.44118
174.95798,0.56938,0.40980
272.76923,0.72222,0.35294
325.71429,0.90323,0.12157
268.75000,0.42478,0.44314
219.52096,0.80676,0.59412
270.66667,0.75000,0.52941
140.27778,1.00000,0.57647
308.57143,0.78400,0.49020
317.50000,0.81818,0.82745
145.21739,0.92000,0.29412
133.25000,0.97561,0.48235
99.64912,0.76682,0.56275
197.43243,0.63793,0.54510
329.41176,0.43590,0.22941
331.91489,0.49474,0.18627
321.29032,0.82667,0.70588
230.27027,0.82222,0.44118
280.90909,0.17460,0.75294
299.55882,1.00000,0.26667
134.89933,0.73399,0.60196
163.33333,0.64286,0.32941
276.92308,0.25490,0.30000
47.76699,0.97170,0.58431
20.00000,0.44000,0.44118
286.48352,0.84259,0.42353
126.92308,0.10569,0.51765
44.53125,0.64646,0.38824
261.93548,0.43256,0.57843
266.58228,0.60305,0.74314
350.22624,0.94850,0.45686
271.67702,0.76303,0.58627
286.36364,0.33333,0.61176
153.54331,0.53138,0.53137
316.44444,1.00000,0.26471
99.80769,0.50000,0.59216
321.62791,0.37719,0.55294
230.90909,0.78199,0.58627
270.61224,0.41525,0.53725
75.42857,0.80153,0.25686
230.71429,0.76364,0.78431
32.91667,0.63158,0.44706
6.48649,0.94872,0.69412
194.66667,0.23560,0.37451
178.37838,0.73510,0.29608
40.00000,0.13580,0.52353
104.73373,0.80095,0.58627
353.73134,0.33333,0.60588
15.55556,0.18621,0.28431
106.41509,0.58242,0.17843
159.13043,0.46465,0.38824
264.70588,0.73913,0.63922
195.00000,0.87037,0.57647
252.00000,0.25114,0.42941
186.31579,0.76768,0.38824
236.42384,0.79894,0.62941
74.31193,0.85827,0.49804
111.42857,0.26360,0.46863
170.60606,0.81148,0.47843
304.61538,0.16049,0.47647
307.81065,0.78605,0.42157
296.35359,0.73878,0.48039
23.15789,0.22530,0.50392
172.36364,0.68465,0.52745
284.31818,0.93617,0.36863
205.90909,0.26829,0.32157
142.36686,0.69547,0.52353
289.04348,0.62162,0.36275
71.66667,0.26866,0.73725
87.27273,0.60736,0.68039
306.71642,0.54472,0.48235
341.47059,0.30909,0.56863
292.63158,0.26267,0.57451
263.15789,0.72152,0.53529
323.44828,0.82857,0.41176
216.45570,0.41361,0.62549
148.29268,0.52340,0.46078
165.00000,0.15748,0.49804
173.19328,0.97541,0.47843
102.47788,0.71975,0.30784
181.07143,0.94382,0.34902
265.26316,0.62637,0.82157
41.03896,0.93522,0.48431
30.00000,0.57534,0.71373
332.36842,0.70370,0.21176
146.08696,0.72441,0.49804
188.51064,0.62667,0.55882
107.30769,0.29545,0.34510
125.10638,0.63229,0.56275
100.37383,0.92241,0.45490
65.62500,0.40506,0.30980
188.20144,0.58650,0.53529
269.64286,0.90323,0.36471
339.67742,0.63918,0.61961
105.97403,0.81915,0.36863
10.46512,0.45745,0.63137
244.84472,0.90960,0.65294
303.63636,0.93522,0.51569
233.46535,0.44493,0.55490
192.00000,0.86957,0.63922
255.67568,0.81022,0.26863
271.76471,0.59799,0.60980
338.18182,0.36913,0.70784
103.37349,0.97647,0.83333
77.39130,0.30942,0.56275
62.20408,0.98394,0.51176
333.83721,0.69355,0.48627
179.26829,0.66667,0.48235
228.19672,0.55963,0.78627
49.68750,0.62745,0.20000
128.88889,0.36986,0.57059
131.09244,0.93701,0.50196
301.63934,0.74694,0.48039
60.00000,0.71930,0.11176
171.01796,0.68163,0.48039
194.41860,0.55365,0.45686
313.38843,0.83448,0.28431
207.04225,0.83529,0.33333
331.60714,0.88889,0.49412
69.69697,0.44000,0.55882
229.68750,0.81013,0.30980
335.27027,0.64912,0.44706
158.78788,0.55932,0.34706
130.30303,0.55307,0.64902
121.69492,0.95676,0.36275
295.64246,0.78855,0.44510
340.80000,0.16779,0.29216
6.08696,0.98571,0.72549
138.11321,1.00000,0.20784
34.57627,0.37580,0.30784
132.58741,0.92258,0.69608
47.77778,0.74312,0.42745
300.63830,0.39831,0.53725
253.95349,0.23757,0.64510
6.00000,0.51724,0.22745
69.71429,0.86777,0.52549
357.93103,0.92063,0.50588
142.50000,0.35821,0.26275
357.33333,0.63380,0.41765
156.07843,0.96226,0.31176
68.85714,0.90517,0.54510
215.00000,0.19355,0.36471
233.01587,0.86301,0.42941
259.14286,0.99057,0.58431
201.45455,0.78947,0.59020
276.47059,0.29825,0.66471
258.68852,0.25523,0.46863
137.27273,0.77647,0.66667
69.29032,0.62753,0.51569
213.10345,0.14146,0.59804
191.79487,0.65363,0.35098
147.16981,0.73611,0.28235
107.29412,0.65891,0.25294
183.57143,0.37500,0.56078
13.76471,0.78704,0.42353
99.70588,0.91892,0.70980
97.15596,0.88618,0.51765
11.33333,0.85714,0.58824
251.88119,0.93519,0.57647
115.26316,0.53521,0.27843
101.52000,0.98425,0.50196
238.46154,0.82979,0.27647
112.28070,0.95531,0.35098
349.56522,0.62162,0.92745
18.44156,0.96653,0.53137
125.08475,0.58416,0.39608
87.01571,0.93171,0.59804
224.28571,0.60000,0.58824
272.47423,0.97980,0.61176
83.20755,0.92982,0.77647
294.33962,0.82813,0.74902
2.59259,0.69828,0.54510
163.77551,0.83051,0.53725
129.29577,0.29958,0.46471
198.00000,0.53922,0.60000
254.08163,0.46226,0.41569
129.85075,0.85897,0.69412
319.40299,0.87773,0.55098
356.21053,0.55556,0.33529
198.63014,0.98206,0.43725
96.00000,0.09901,0.60392
54.46154,0.35135,0.36275
100.75472,0.70667,0.85294
212.00000,0.13761,0.57255
131.53846,0.96296,0.21176
142.40000,0.30864,0.47647
258.91892,0.44578,0.48824
259.12088,0.48663,0.63333
109.01408,0.34634,0.40196
150.00000,0.27957,0.63529
75.00000,0.10989,0.64314
131.61290,0.86916,0.41961
203.07692,0.75581,0.66275
113.92070,0.94191,0.47255
199.34426,0.74694,0.51961
246.42857,0.47059,0.53333
213.52227,0.98406,0.49216
149.32584,0.82407,0.42353
298.70504,0.73545,0.62941
74.17085,0.95215,0.59020
238.00000,0.84270,0.65098
101.77570,0.95536,0.56078
49.23077,0.60938,0.74902
306.23377,0.39487,0.61765
159.23077,0.76471,0.86667
237.53425,0.83908,0.65882
160.42105,1.00000,0.62745
240.91603,0.63285,0.59412
97.56098,0.50204,0.48039
19.53488,0.88966,0.28431
109.85915,0.94667,0.85294
286.17512,0.87854,0.48431
172.34043,0.73438,0.25098
247.71429,0.94595,0.56471
167.14286,0.46667,0.29412
186.92308,0.74286,0.58824
301.81818,0.14932,0.43333
164.80519,0.93902,0.67843
16.30435,0.48936,0.63137
152.16216,0.90984,0.47843
249.23077,0.25490,0.70000
43.03030,0.76744,0.25294
204.29752,0.51055,0.53529
73.75000,0.32432,0.70980
50.41420,0.97688,0.66078
174.29752,0.96800,0.50980
245.35714,0.89362,0.63137
321.70213,0.54023,0.65882
255.09677,1.00000,0.69608
49.72973,0.90244,0.48235
54.04959,0.83448,0.71569
325.76471,0.77982,0.57255
19.65517,0.50877,0.77647
33.27273,0.55000,0.39216
338.97810,0.87261,0.69216
28.58639,0.84141,0.44510
11.92771,0.88298,0.63137
72.35294,0.28571,0.46667
331.11111,0.90000,0.52941
52.91339,0.64467,0.61373
206.25000,0.45283,0.58431
93.93939,0.51832,0.62549
217.38220,0.76096,0.50784
204.32432,0.75510,0.61569
57.64706,0.29143,0.65686
331.76471,0.41463,0.91961
24.11215,0.52709,0.60196
174.04959,0.73333,0.32353
231.89873,0.95951,0.48431
194.41341,0.73061,0.51961
148.00000,0.76271,0.65294
188.28947,0.92683,0.67843
356.44970,0.94413,0.64902
276.00000,0.02825,0.34706
111.81818,0.30137,0.71373
88.59813,0.42292,0.49608
151.44231,0.85246,0.47843
173.87234,0.95918,0.51961
139.09091,0.75000,0.65490
103.34802,0.91165,0.48824
247.43363,0.62431,0.35490
60.00000,0.22513,0.62549
34.11765,0.25373,0.39412
337.23077,0.97015,0.39412
186.99387,0.68776,0.53529
89.34307,0.64929,0.41373
76.48352,0.61905,0.28824
270.00000,0.60000,0.09804
46.84211,0.66279,0.33725
237.76398,0.78537,0.59804
215.13812,0.90955,0.39020
216.66667,0.36986,0.28627
156.81818,0.61111,0.14118
248.00000,0.17442,0.66275
167.20588,0.71579,0.62745
47.44186,0.74783,0.45098
126.06742,0.52047,0.33529
62.66667,0.91837,0.38431
314.70199,0.72249,0.59020
302.18182,0.94828,0.45490
254.46154,0.97015,0.39412
114.12587,0.87730,0.31961
32.72727,0.79518,0.32549
195.31915,0.92885,0.49608
177.44681,0.64384,0.85686
63.48387,0.80311,0.62157
183.71134,0.76378,0.50196
120.00000,0.13433,0.39412
48.00000,0.48117,0.46863
185.60000,0.71429,0.41176
92.63158,0.47500,0.52941
328.00000,0.78947,0.33529
235.00000,0.17308,0.40784
330.79646,0.74834,0.29608
53.25000,0.80000,0.39216
111.76471,0.98710,0.30392
0.44118,0.57627,0.46275
139.82143,0.81159,0.72941
7.27273,0.94286,0.27451
106.87500,0.82474,0.61961
136.11940,0.44371,0.70392
269.72222,0.92308,0.45882
158.07692,0.47273,0.56863
326.93878,0.47573,0.59608
0.00000,0.95897,0.61765
80.95238,0.70787,0.17451
249.89011,0.36546,0.48824
70.63291,0.68696,0.22549
140.41885,0.83406,0.55098
138.15126,0.63636,0.36667
296.37363,0.74590,0.47843
145.08197,0.88406,0.27059
230.80292,0.66184,0.59412
180.34483,0.69600,0.50980
217.20000,0.80645,0.51373
8.87324,0.68932,0.40392
74.31818,0.91667,0.18824
215.51020,0.21586,0.44510
356.93182,0.69291,0.50196
40.39604,0.77099,0.25686
31.57895,0.10734,0.65294
307.05882,0.87629,0.61961
231.79856,0.83234,0.67255
208.69565,0.23232,0.19412
195.93750,0.88889,0.71765
276.20690,0.76991,0.55686
253.90244,0.95349,0.66275
117.36264,0.52000,0.65686
330.41667,0.66055,0.42745
148.44828,0.95082,0.52157
316.47059,0.72512,0.41373
352.25806,0.79487,0.07647
260.90909,0.91667,0.71765
121.76471,0.71429,0.53333
190.00000,0.91176,0.40000
10.00000,0.41053,0.62745
38.46154,0.78788,0.38824
321.75439,0.83415,0.40196
34.42623,0.91960,0.39020
170.55118,0.50198,0.49608
304.14747,0.87149,0.51176
6.90909,0.72052,0.44902
88.72038,0.87552,0.47255
264.90000,0.79365,0.50588
3.13043,0.90551,0.49804
189.82759,0.72500,0.31373
281.05263,0.16964,0.43922
74.16667,0.56693,0.49804
149.36170,0.97917,0.37647
288.29268,0.49398,0.51176
193.04348,0.53488,0.16863
98.75776,0.72197,0.56275
297.46032,0.84753,0.56275
301.67442,0.89212,0.47255
207.69231,0.55556,0.54118
3.38028,0.37566,0.62941
275.12195,0.80392,0.50000
61.84615,0.92417,0.58627
132.13483,0.52047,0.66471
119.11765,0.55738,0.52157
54.28571,0.56757,0.63725
306.79245,0.43089,0.24118
8.23529,0.71831,0.72157
115.16129,0.76230,0.47843
120.26432,0.92653,0.48039
50.86957,0.34328,0.26275
317.22772,0.40891,0.51569
102.63158,0.17273,0.56863
62.93478,0.77966,0.53725
120.40000,0.62500,0.52941
52.50000,0.74510,0.40000
112.04420,0.75732,0.53137
102.21344,1.00000,0.49608
197.14286,1.00000,0.42549
149.23077,0.92126,0.50196
87.58621,0.39013,0.56275
320.66986,0.88186,0.46471
8.57143,0.87879,0.45294
31.37615,0.48444,0.55882
170.38168,0.71585,0.64118
195.37500,0.94118,0.33333
300.00000,0.65919,0.43725
256.76471,0.28814,0.46275
261.22642,1.00000,0.58431
117.93103,0.14721,0.38627
349.00524,0.88837,0.42157
178.44560,0.88940,0.57451
23.57143,0.76087,0.63922
355.26316,0.33929,0.21961
214.77273,0.69841,0.75294
169.09091,0.69369,0.21765
359.29412,0.44041,0.62157
353.40000,0.74627,0.73725
355.54455,0.87826,0.45098
243.94737,0.32759,0.45490
357.71429,0.84000,0.75490
326.30137,0.66364,0.56863
177.95455,0.83019,0.79216
316.41026,0.55450,0.41373
317.19298,0.85075,0.39412
353.11475,0.57547,0.58431
332.30769,0.67010,0.38039
184.32990,0.39918,0.52353
149.43396,0.47748,0.43529
64.59574,0.95918,0.48039
315.78947,0.66169,0.60588
251.32867,0.68421,0.40980
2.36842,0.90476,0.50588
308.05970,0.70526,0.81373
184.20561,0.92241,0.54510
340.00000,0.76744,0.83137
102.35294,0.69106,0.24118
290.00000,0.96522,0.45098
282.00000,0.31250,0.62353
49.67442,0.93886,0.55098
332.79070,0.96629,0.65098
102.24490,0.80328,0.52157
138.38710,0.43056,0.28235
158.49057,0.94643,0.21961
131.42857,0.60996,0.47255
322.81250,0.89720,0.41961
216.12903,0.64138,0.71569
2.50000,0.90000,0.15686
354.83871,0.70992,0.74314
175.53191,0.52809,0.34902
7.61194,0.71277,0.36863
80.96386,0.57241,0.28431
66.44295,0.66816,0.43725
268.50000,0.80000,0.49020
282.11921,0.70892,0.58235
227.26415,0.87603,0.52549
48.45070,0.84861,0.49216
60.00000,0.26984,0.37059
310.43478,0.74194,0.18235
331.40625,0.71910,0.34902
199.43662,0.37566,0.37059
194.34783,0.88462,0.79608
294.72222,0.90756,0.53333
42.00000,0.20833,0.90588
166.53061,0.50515,0.80980
221.69492,0.92913,0.50196
27.34177,0.36406,0.57451
120.00000,0.29310,0.22745
227.59777,0.98895,0.64510
316.80000,0.81301,0.48235
268.52459,0.24303,0.49216
254.28571,0.79079,0.46863
313.91304,0.67647,0.40000
243.91304,0.73404,0.36863
17.14286,0.32110,0.78627
140.82192,0.86561,0.49608
338.32258,0.72770,0.58235
175.00000,0.80315,0.49804
11.11111,0.98182,0.56863
240.00000,1.00000,0.88235
22.60870,0.99043,0.40980
337.50000,0.19512,0.83922
272.68966,0.72864,0.39020
337.84615,0.66327,0.61569
207.08861,0.92941,0.50000
300.65217,0.54118,0.33333
176.84211,0.80282,0.58235
136.92308,0.84173,0.27255
359.42308,0.92035,0.44314
56.84211,0.60800,0.50980
137.85124,0.48594,0.51176
270.27027,0.62712,0.65294
100.00000,0.14286,0.50588
220.78652,0.70079,0.49804
223.10680,0.66452,0.69608
10.08850,0.45020,0.49216
17.26027,0.58871,0.48627
171.78947,0.37255,0.50000
9.92481,0.69634,0.37451
233.20755,0.26108,0.39804
116.60377,0.23556,0.55882
49.00763,0.65829,0.39020
245.86466,0.83648,0.31176
83.30097,0.53927,0.37451
79.72603,0.43195,0.33137
324.64286,0.63636,0.34510
284.80000,0.49669,0.29608
250.69307,0.78295,0.25294
16.32653,0.62553,0.46078
318.79121,0.90099,0.39608
88.08511,0.54023,0.82941
26.06061,0.81818,0.47451
259.41176,0.30357,0.56078
341.73913,0.60000,0.45098
97.14286,0.44681,0.72353
291.83099,0.86235,0.51569
181.80451,0.74302,0.35098
280.90909,0.84615,0.45882
328.00000,0.25210,0.46667
249.30000,0.84034,0.46667
333.42857,0.82677,0.49804
26.31016,0.80258,0.54314
222.00000,0.58442,0.69804
201.57895,0.53774,0.58431
274.09091,0.20370,0.57647
18.36735,0.41176,0.76667
254.40000,0.13369,0.63333
105.58952,0.94239,0.47647
162.80255,0.90751,0.66078
351.06383,0.39831,0.53725
266.36943,0.70404,0.56275
162.47788,0.72903,0.30392
44.85981,0.42972,0.48824
348.75000,0.49383,0.31765
359.40000,0.86207,0.54510
354.66667,0.83333,0.78824
55.23810,0.84000,0.70588
290.12658,0.83158,0.62745
263.11927,0.55897,0.38235
329.32331,0.84713,0.30784
343.29897,0.40586,0.53137
0.92784,0.88182,0.56863
181.89873,0.82292,0.37647
154.28571,0.30435,0.27059
113.93258,0.54601,0.68039
313.03279,0.96825,0.49412
244.50000,0.60606,0.87059
26.04396,0.97849,0.36471
314.63415,0.58571,0.72549
66.88525,0.27602,0.43333
307.34694,0.21973,0.43725
1.38889,0.90756,0.46667
221.45455,0.82090,0.13137
125.86466,0.81595,0.68039
91.08434,0.68595,0.76275
182.66667,0.71429,0.50588
5.91549,0.56349,0.50588
126.31579,0.12418,0.30000
263.85542,0.36889,0.55882
35.20661,0.51489,0.53922
334.06780,0.95161,0.24314
308.57143,0.43750,0.87451
325.31250,0.67368,0.37255
85.41176,0.95506,0.34902
63.52941,0.45946,0.78235
292.14286,0.73684,0.22353
181.10092,0.55897,0.61765
234.00000,0.72464,0.72941
237.32143,0.91803,0.23922
174.92958,0.44654,0.31176
33.81818,0.95376,0.33922
10.76923,0.81250,0.37647
137.61468,0.81955,0.73922
174.85714,0.49763,0.41373
221.20482,0.41294,0.39412
95.12953,0.89767,0.42157
338.42105,0.45600,0.50980
132.60274,0.98206,0.43725
88.13793,0.97315,0.70784
146.32258,0.81152,0.37451
169.61538,0.21667,0.52941
118.23529,0.51515,0.38824
334.41176,0.29310,0.54510
115.20000,0.38462,0.38235
281.42857,0.80769,0.20392
230.07874,0.84106,0.70392
253.33333,0.47368,0.85098
128.72727,0.56701,0.80980
8.68966,0.80110,0.35490
272.11765,0.66929,0.50196
271.62562,0.87879,0.54706
269.87013,0.95851,0.47255
358.69565,0.80702,0.55294
140.86957,0.33659,0.40196
107.79661,0.30256,0.38235
85.12821,0.48148,0.47647
263.42857,0.78947,0.26078
217.53304,0.89723,0.50392
196.84932,0.82022,0.34902
322.50000,0.05405,0.29020
107.00000,0.28302,0.41569
148.30645,0.99200,0.50980
20.81633,0.70335,0.40980
93.94737,0.79167,0.18824
180.75949,0.76699,0.59608
29.01961,0.62449,0.48039
156.40777,0.94495,0.57255
195.67164,0.53175,0.50588
244.47205,0.68511,0.46078
75.50562,0.86408,0.59608
90.16043,0.77593,0.47255
195.23810,0.68478,0.63922
346.93878,0.84000,0.65686
56.75676,0.46444,0.53137
52.06897,0.78378,0.43529
152.39437,0.84190,0.49608
208.57143,0.10553,0.39020
356.25000,0.97561,0.16078
315.52941,0.64885,0.74314
62.85714,0.62376,0.60392
60.93264,0.82833,0.54314
289.04348,0.62842,0.35882
40.90909,0.71739,0.63922
292.70270,0.63793,0.45490
86.47059,0.20482,0.32549
85.76087,0.74797,0.48235
268.87500,0.85106,0.63137
340.00000,0.18103,0.54510
344.30233,0.85149,0.60392
319.49045,0.75120,0.59020
6.48649,0.32174,0.22549
285.19824,0.92653,0.51961
334.83871,0.87571,0.34706
246.90647,0.71282,0.61765
346.76471,0.61261,0.43529
346.28571,0.88608,0.30980
296.28866,0.84348,0.54902
344.83516,0.93814,0.80980
84.66667,0.90000,0.80392
349.92000,0.57078,0.57059
144.54545,0.86275,0.20000
101.70732,0.82000,0.19608
114.00000,0.18750,0.31373
149.30233,0.54894,0.46078
144.34783,0.83806,0.48431
225.81818,0.58511,0.36863
21.63934,0.30348,0.60588
44.09302,0.96413,0.43725
255.57252,0.52610,0.48824
154.96689,0.61633,0.51961
34.80519,0.96653,0.46863
82.87293,0.73279,0.48431
94.73684,0.61290,0.06078
39.00000,0.48544,0.59608
57.22543,0.86935,0.60980
8.90323,0.65401,0.46471
